Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (�),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"07/05/2024","8 The Park, Heathfield, Carriganarra","Cork","","�321,585.00","No","Yes","New Dwelling house /Apartment",""
"07/05/2024","80 KILLESTER AVE, KILLESTER, DUBLIN 5","Dublin","D05RC03","�730,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","89 LIOS ARD, TULLA RD, ENNIS","Clare","V95K3VC","�285,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","9 ARDRATH GARDENS, CRODAUN, CELBRIDGE","Kildare","","�471,356.83","No","Yes","New Dwelling house /Apartment",""
"07/05/2024","9 GRANGE PARK GREEN, RAHENY, DUBLIN 5","Dublin","D05PD80","�407,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","9 KILMORE AVE, ARTANE, DUBLIN 5","Dublin","D05FY75","�445,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","9 THE WAY, PRUSSELSTOWN GREEN, ATHY","Kildare","R14V058","�350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","93 NORTH MAIN ST, YOUGHAL, MAIN ST","Cork","P36CV62","�171,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","ABBEY ST, LOUGHREA, GALWAY","Galway","","�100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","Apartment 13 Newtown Court, The Meadows, Kill","Kildare","","�299,515.42","No","Yes","New Dwelling house /Apartment",""
"07/05/2024","APARTMENT 4 BLOCK 3, NEW PRIORY, DONAGHMEDE","Dublin","D13W684","�310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","APARTMENT G4, CHERRYDALE COURT, DUBLIN ROAD","Limerick","V94WNN1","�190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","APT 1 MARKET CROSS, CASTLE ISLAND, KERRY","Kerry","","�180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","APT 101, THE ASH, GRANGE HALL DUBLIN 16","Dublin","D16CX32","�370,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","APT 15 THE OAK CLONSHAUGH WOODS, CLONSHAUGH ROAD, DUBLIN 17","Dublin","D17WY42","�255,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","APT 16 KNAPPS SQUARE, MULGRAVE ROAD, CORK","Cork","T23XY13","�180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","APT 19 HOUSE 1, LINDEN SQUARE, GROVE AVE BLACKROCK","Dublin","A94ED71","�440,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","APT 353, CITY CAMPUS, STUDENT VILLAGE","Limerick","","�190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","APT 5, 37 MAIN ST, CLONGRIFFIN DUBLIN 13","Dublin","D13H2N4","�320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","APT3, THE WHITEHOUSE, ANNAGASSAN","Louth","A92V521","�150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","BALLYCLARE, LONGWOOD, ENFIELD","Meath","A83V567","�22,850.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","BALLYHARRON, CROSSABEG, WEXFORD","Wexford","Y35HN82","�395,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","BARRYSCOURT COTTAGE, BARRYSCOURT, CARRIGTWOHILL","Cork","","�50,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","BELCRUIT, KINCASSLAGH, CO DONEGAL","Donegal","F94A3T7","�87,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","Bellayarah North, Bullaun, Loughrea","Galway","","�334,801.00","No","Yes","New Dwelling house /Apartment",""
"07/05/2024","BINVORAN, LISSYCASEY, CLARE","Clare","","�151,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","CARNANE, FEDAMORE, CO. LIMERICK","Limerick","V35H670","�190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","CARNROCK, BELMULLET, CO. MAYO","Mayo","F26H761","�90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","CARRAIG BAN, GRANGE RD, RATHFARNHAM DUBLIN 16","Dublin","D16K8P7","�75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","Cashelreagh Glebe, Bruckless","Donegal","","�249,345.81","No","Yes","New Dwelling house /Apartment",""
"07/05/2024","CASTLEBAR ROAD, WESTPORT (HOUSE 1), CO MAYO","Mayo","F28PP83","�300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","CELTIC AVE, ROSCOMMON, ROSCOMMON","Roscommon","F42HX74","�175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","CLONMELSH, MILFORD, CO CARLOW","Carlow","R93C5T3","�162,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","CLONMORAN, KILKENNY, COUNTY KILKENNY","Kilkenny","","�120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","COOLDURRAGHA, UNION HALL, CORK","Cork","P81RD73","�410,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","DOIRE, DRUMNASHEAR, CARRIGANS","Donegal","F93RC61","�442,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","FARRAHY, KILDORRERY, CORK","Cork","P67EV56","�135,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","GARRYHUNDON CROSS, MILLFORD, CARLOW","Carlow","R93CH76","�162,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","GLANTRASNA, LETTERMORE, CO GALWAY","Galway","","�53,185.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","GORTINAR, MANORHAMILTON, CO LEITRIM","Leitrim","","�382,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","HILLCREST, BALLINCLEA, STRADBALLY","Laois","R32P6R3","�123,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","HOLLY OAK, CLONMELSH, CO CARLOW","Carlow","R93E718","�75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","Inish, Well Road, Douglas","Cork","","�1,057,268.70","No","Yes","New Dwelling house /Apartment",""
"07/05/2024","KINNARD EAST, BALLINSKELLIGS, KILLARNEY","Kerry","V23TX61","�400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","LONGMILE HOUSE, CLONMELSH, CO CARLOW","Carlow","R93CD79","�75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","MURREAGH, WATERVILLE, CO KERRY","Kerry","V23VX08","�205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","POWERSTOWN, MILFORD, CO CARLOW","Carlow","R93KR96","�75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","POWERSTOWN, MILFORD, CO CARLOW","Carlow","R93EE39","�162,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","POWERSTOWN, MILFORD, CO CARLOW","Carlow","R93E732","�162,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","RATHDOWN, 9 GRANVILLE RD, BLACKROCK","Dublin","A94YY43","�1,350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","RATHDUFF, MOUNTEMPLE, MOATE","Westmeath","N37DF34","�208,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","SPRINGFIELD COTTAGE, KILBRIDE, WICKLOW","Wicklow","A67VX68","�775,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","SUIRVALE, BEECHWOOD DR, SILVERSPRINGS","Tipperary","E91PD61","�430,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","THE COTTAGE, CLONMELSH, CO CARLOW","Carlow","R93WK71","�75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","THE ROCK, BALLYGOLOGUE RD, LISTOWEL","Kerry","V31X052","�215,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2024","TWELVEACRE, KILLINICK, CO WEXFORD","Wexford","Y35CFA4","�430,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","1 HAZELBROOK DR, TERENURE, DUBLIN 6W","Dublin","D6WPX80","�700,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","1 INISCARRA, COLLINS AVE, WATERFORD","Waterford","X91N7D8","�325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","1 Kestrel Manor, Platin Road, Drogheda","Meath","","�315,418.50","No","Yes","New Dwelling house /Apartment",""
"08/05/2024","1 MARINO COURT, FAIRVIEW AVE, DUBLIN 3","Dublin","D03YX96","�265,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","1 Saunders View, Royal Canal, Ardmore Road","Westmeath","","�440,529.00","No","Yes","New Dwelling house /Apartment",""
"08/05/2024","1 WHITETHORN WALK, WESTMINSTER PARK, FOXROCK","Dublin","D18A3Y7","�733,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","10 ASH LAWNS, CLONBALT WOOD, CLOONBALT","Longford","N39K6V0","�249,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","10 BALKYVORA GROVE, FERBANE, OFFALY","Offaly","R42FW11","�360,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","10 BROOKMOUNT COURT, BUTTERFIELD AVE, RATHFARNHAM DUBLIN 14","Dublin","D14PA61","�378,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","10 Garrai Na Sailli, Letteragh Road, Rahoon","Galway","H911H96","�370,044.00","No","Yes","New Dwelling house /Apartment",""
"08/05/2024","10 THE GROVE, GRANTSTOWN PARK, DUNMORE RD","Waterford","X91W7D5","�272,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","11 Annabasky Glen, Berryfield Avenue, Enniskerry","Wicklow","","�1,519,823.83","No","Yes","New Dwelling house /Apartment",""
"08/05/2024","11 INISFREE COURT, TONAPHUBBLE, SLIGO","Sligo","F91HTN3","�328,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","11 MACGREGAL, BIRR, CRUIT","Offaly","R42HX07","�124,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","12 FORTFIELD, COLLINS AVE, WATERFORD","Waterford","X91F6YR","�325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","12 ORCHARD HALL, DISWELLSTOWN, CASTLEKNOCK","Dublin","D15W5HX","�331,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","126 SHANLISS AVE, SANTRY, DUBLIN 9","Dublin","D09E9C5","�458,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","13 MONASTERY GATE CLOSE, CLONDALKIN, DUBLIN 22","Dublin","D22F290","�320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","13 THE GEARAGH, MEADOWLANDS, MACROOM","Cork","P12EY60","�371,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","13 THE HARDWICK, MORNING STAR AVENUE, DUBLIN 7","Dublin","D07K003","�300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","139 Farranshock Park, Mullingar","Westmeath","","�317,180.61","No","Yes","New Dwelling house /Apartment",""
"08/05/2024","14 GLENPATRICK PARK, DONEGAL RD, BALLYBOFEY","Donegal","F93RH63","�165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","145 WILLOW PK, CLONMEL, TIPPERARY","Tipperary","E91T048","�175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","149 RATOATH RD, DUBLIN 7, DUBLIN","Dublin","D07W7W9","�350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","15 GARTHY WOOD, KNOCKLYON ROAD, DUBLIN 16","Dublin","D16R281","�342,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","15 Medebawn Court, Avenue road, Dundalk","Louth","","�251,101.00","No","Yes","New Dwelling house /Apartment",""
"08/05/2024","152 Browneshill Wood, Browneshill Road","Carlow","","�286,343.61","No","Yes","New Dwelling house /Apartment",""
"08/05/2024","16 ARDCOLM DR, RECTORY HALL, CASTLEBRIDGE","Wexford","Y35AT28","�200,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","16 WOODFORD GARTH, CLONDALKIN, DUBLIN 22","Dublin","D22E7C1","�357,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","160 EDGEWOOD LAWN, BLANCHARDSTOWN, DUBLIN 15","Dublin","D15CPY8","�282,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","17 COLPE AVE, DEEPFORDE, DROGHEDA","Meath","A92K07D","�374,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","174 ABBEYGROVE, NAVAN, MEATH","Meath","C15C3X5","�289,250.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","17B Esker Lawns, Lucan","Dublin","","�440,529.00","No","Yes","New Dwelling house /Apartment",""
"08/05/2024","19 FOXROCK AVE, DUBLIN 18, DUBLIN","Dublin","D18E5X2","�835,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","2 Ballymakenny Green, Ballymakenny Park, Drogheda","Louth","","�330,396.48","No","Yes","New Dwelling house /Apartment",""
"08/05/2024","2 CENTURY COURT, GEORGES STREET, DUN LAOGHAIRE","Dublin","A96FC81","�285,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","2 COLLEGE HEIGHTS, HOEYS LANE, DUNDALK","Louth","A91W1YH","�200,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","2 HEYWARD MEWS, ROGANSTOWN, SWORDS","Dublin","K67AP58","�323,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","2 PINEWOOD DRIVE, HILLVIEW, WATERFORD","Waterford","X91VHH4","�160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","2 ROSSE COURT GREEN, LUCAN, CO DUBLIN","Dublin","K78R993","�247,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","2 WARBURTON TERRACE, SIDMONTON AVE, BRAY","Wicklow","A98N504","�550,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","20 Papworth Hall, Brennanstown Wood","Dublin","","�480,176.00","No","Yes","New Dwelling house /Apartment",""
"08/05/2024","20 WOODFORD MANOR, KILLARNEY, KERRY","Kerry","V93X8D9","�332,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","207 BRIDEHOLM, COMMONS RD, BLACKPOOL","Cork","T23PW89","�235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","21 The Close, Elmbury, Carrigane","Cork","","�276,101.32","No","Yes","New Dwelling house /Apartment",""
"08/05/2024","22 HARCOURT LODGE, SOUTHERN CROSS AVE, DUBLIN 8","Dublin","D08E6N9","�395,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","22 JOHNS HILL, WATERFORD","Waterford","X91PPW9","�470,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","234 Station Walk, Rickardstown, Newbridge","Kildare","","�387,665.20","No","Yes","New Dwelling house /Apartment",""
"08/05/2024","24  Port na Rinne, Ringaskiddy","Cork","","�299,558.00","No","Yes","New Dwelling house /Apartment",""
"08/05/2024","24 ASHFORD, GRIFFITH AVE, GLASNEVIN DUBLIN 11","Dublin","D11K274","�335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","24 CATHEDRAL HILL, RAPHOE, DONEGAL","Donegal","F93PT1W","�160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","24 PARKVIEW, BALLYJAMESDUFF, CAVAN","Cavan","A82K2F7","�246,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","248 Drumnigh Manor, Portmarnock, Co. Dublin","Dublin","","�594,713.65","No","Yes","New Dwelling house /Apartment",""
"08/05/2024","25 Sliabh na mBan, Dunmore Road, Clonakilty","Cork","","�352,422.90","No","Yes","New Dwelling house /Apartment",""
"08/05/2024","26 ARCHERS WOOD AVENUE, ARCHERS WOOD, DELGANY","Wicklow","A63P6K2","�588,199.99","No","Yes","New Dwelling house /Apartment",""
"08/05/2024","26 DUNREE PARK, COOLOCK, DUBLIN 5","Dublin","D05H9C3","�391,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","27 COLLIGAN VIEW, DUNGARVAN, COUNTY WATERFORD","Waterford","X35NF24","�76,850.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","27 LEDWIDGE HALL, SLANE, MEATH","Meath","C15R232","�520,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","27 The Close, Elmbury, Carrigane","Cork","","�342,180.61","No","Yes","New Dwelling house /Apartment",""
"08/05/2024","28 LINN BEAG, OLD RD, RUSH","Dublin","K56XP80","�400,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","3 CLONMACKEN COURT, ENNIS RD, LIMERICK","Limerick","V94FF82","�266,250.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","3 KENT TERRACE, BARNHILL RD, DALKEY","Dublin","A96D864","�1,450,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","3 OLD BROOK COURT, LETTERKENNY, CO DONEGAL","Donegal","F92V4F4","�275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","3 SION HILL AVE, DUBLIN 6W, DUBLIN","Dublin","D6WY090","�885,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","3 THE MEADOW, WOODPARK, BALLINTEER","Dublin","D16KH36","�520,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","30 CLUAIN CAOIN, NENAGH, TIPPERARY","Tipperary","E45A373","�225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","30 HOWTH ROAD, SUTTON, DUBLIN 13","Dublin","D13Y4E9","�850,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","31 HAMPTON WOOD RD, ST MARGERETS, FINGLAS DUBLIN 11","Dublin","D11DK22","�365,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","31 THE HEATH, CYPRESS DOWNS, TEMPLEOGUE DUBLIN 6W","Dublin","D6WCC96","�750,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","3121 HILL VIEW, SALLINS, KILDARE","Kildare","W91D9P5","�327,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","33 River Meadows, Cloughduv, COUNTY CORK","Cork","","�345,000.00","No","Yes","New Dwelling house /Apartment",""
"08/05/2024","33 ST PATRICKS COTTAGES, RATHFARNHAM, DUBLIN 14","Dublin","D14R5F9","�369,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","333 GLANTAN, GOLF LINKS RD, CASTLETROY","Limerick","V94DP9E","�300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","34 ABHAINN GLAS, EDGEWORTHSTOWN, LONGFORD","Longford","N39C972","�173,800.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","34 BELARMINE VALE, STEPASIDE, DUBLIN 18","Dublin","D18PC67","�453,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","34 Sruth Na Ghleanna, Killeshin, Carlow","Laois","","�312,276.00","No","Yes","New Dwelling house /Apartment",""
"08/05/2024","36 EDENVALE ROAD, RANELAGH, DUBLIN 6","Dublin","D06T9X5","�1,695,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","38 BLACKHALL GREEN, BLACKHALL PLACE, DUBLIN 7","Dublin","D07KR86","�282,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","4 Birch Place, The Willows, Dunshaughlin","Meath","","�392,070.00","No","Yes","New Dwelling house /Apartment",""
"08/05/2024","4 COLEMAN CRESCENT, LUSK VILLAGE, LUSK","Dublin","K45Y519","�380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","4 Cornamaddy Grove, Gracefields, Drumaconn","Westmeath","","�348,018.00","No","Yes","New Dwelling house /Apartment",""
"08/05/2024","4 LOUGHVIEW TERRACE, THE LOUTH, CORK","Cork","T12Y23F","�350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","4 RICHMOND AVE, MONKSTOWN, CO DUBLIN","Dublin","A94TW08","�1,010,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","4 Struan Hill, Priory Road","Wicklow","","�951,500.00","No","Yes","New Dwelling house /Apartment",""
"08/05/2024","4 Summerseat Crescent, Clonee","Meath","","�387,665.00","No","Yes","New Dwelling house /Apartment",""
"08/05/2024","40 KINVARA PARK, NAVAN RD, DUBLIN 7","Dublin","D07RY9T","�550,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","43 Meadows Way, Crosneen, Co. Laois","Laois","","�281,938.32","No","Yes","New Dwelling house /Apartment",""
"08/05/2024","444 KILMAINHAM SQUARE, KILMAINHAM, DUBLIN 8","Dublin","D08YH52","�532,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","47 DAISYHILL MANOR, BALLYCONNELL, CAVAN","Cavan","H14A329","�270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","48 The Grove, An Glas�n, Greenville Lane","Wexford","","�241,409.69","No","Yes","New Dwelling house /Apartment",""
"08/05/2024","49 Castletown Manor, Athboy","Meath","","�339,207.05","No","Yes","New Dwelling house /Apartment",""
"08/05/2024","49 THE SQUARE, DRUMMIN VILLAGE, NENAGH","Tipperary","","�263,436.00","No","Yes","New Dwelling house /Apartment",""
"08/05/2024","5 Cherry Mews, Abbey Fort, Kinsale","Cork","","�348,017.62","No","Yes","New Dwelling house /Apartment",""
"08/05/2024","5 CONVENT GARDENS, BLOCK B, RATHSTEWART","Kildare","R14TX44","�168,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","5 THE CLOSE, SEVITT HALL, BETTYSTOWN","Meath","A92H2Y3","�540,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","5 WOODBROOK VALE, WOODBROOK, SHANKILL","Dublin","","�497,797.00","No","Yes","New Dwelling house /Apartment",""
"08/05/2024","50 COOLGREENA RD, BEAUMONT, DUBLIN 9","Dublin","D09HH67","�455,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","50 Fairfield, Greystones","Wicklow","","�519,823.00","No","Yes","New Dwelling house /Apartment",""
"08/05/2024","50 Helms Point, Church Bay Road, Crosshaven","Cork","","�365,000.00","No","Yes","New Dwelling house /Apartment",""
"08/05/2024","505 RICHMOND COURT, MOUNTKENNETT PLACE, LIMERICK","Limerick","V94VF57","�130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","52 KILTERAGH RD, FOXROCK, DUBLIN 18","Dublin","D18Y7R8","�1,105,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","53 KYLEMORE DR, BALLYFERMOT, DUBLIN CITY","Dublin","D10F981","�340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","54 Berry Hill, Castlelyons","Cork","","�370,044.00","No","Yes","New Dwelling house /Apartment",""
"08/05/2024","55 DEERPARK CLOSE, TALLAGHT, DUBLIN 24","Dublin","D24F958","�257,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","55 Maolchnoc, Ballymoneen Road, Ballyburke","Galway","","�370,043.72","No","Yes","New Dwelling house /Apartment",""
"08/05/2024","56 PAIRC MHUIRE, TULLOW, CARLOW","Carlow","R93PA00","�245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","57 ERRIGAL RD, DRIMNAGH, DUBLIN 12","Dublin","D12AY04","�387,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","58 STUDENT VILLAGE, GROVE ISLAND, LIMERICK","Limerick","V94VK73","�148,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","6  Tully Grove, Cherrywood, Dublin 18","Dublin","","�594,700.00","No","Yes","New Dwelling house /Apartment",""
"08/05/2024","6 BEVERLY GROVE, KNOCKLYON, DUBLIN 16","Dublin","D16RW80","�630,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","6 MOUNT SUIR, GRACEDIEU, WATERFORD","Waterford","X91DP77","�170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","63 BAWNOGUE GREEN, THE BAWNOGUES, BOYCETOWN","Kildare","","�268,150.00","No","Yes","New Dwelling house /Apartment",""
"08/05/2024","64 DISWELLSTOWN WAY, CASTLEKNOCK, DUBLIN15","Dublin","D15TK6A","�815,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","64 THE GLENTIES, GURTEENROE, MACROOM","Cork","P12C921","�352,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","64B CARRIG RUA, GORTLANDROE, NENAGH","Tipperary","E45W973","�140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","65 SANDYCOVE PHASE 1, BALLYMONEY, WEXFORD","Wexford","Y25NP98","�280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","67 MAIN ST, DUNGLOE, DONEGAL","Donegal","F94YKX0","�55,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","68 The Elms, Avourwen, Drogheda","Meath","","�339,207.00","No","Yes","New Dwelling house /Apartment",""
"08/05/2024","69 BROADFORD PARK, BALLINTEER, DUBLIN 17","Dublin","D16HF68","�650,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","7 LEDWIDGE CRESENT, BRAY, WICKLOW","Wicklow","A98H603","�445,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","7 RUSHEEN ARD, CALTRAGH, COUNTY SLIGO","Sligo","F91N1FK","�235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","7 School Lane, Bishop's Lough, Bonnettstown","Kilkenny","","�361,234.00","No","Yes","New Dwelling house /Apartment",""
"08/05/2024","7 THE COURT, LARCH HILL, SANTRY DUBLIN 9","Dublin","D17RR41","�270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","7 THE MOORINGS, CHAPELIZOD, DUBLIN 20","Dublin","D20WC97","�315,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","7 THE PINES, HERBERT ROAD, BRAY","Wicklow","A98Y593","�600,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","7 TIERNEY AVE, TIERNEY ST, ARDEE","Louth","A92EP04","�245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","76 CHERBURY COURT, BOOTERSTOWN AVE, BOOTERSTOWN","Dublin","A94EA38","�453,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2024","78 LENIHAN AVE, PROSPECT, LIMERICK","Limerick","V94WPK8","�17,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
